VIN;Número de Lote;Origem;Modelo;Nome Cliente;Destino;Cidade;Estado
93YCARRO001000696;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BR France Veiculos Ltda;31750083, MG, BELO HORIZONTE, AV. PRES.. ANTÔNIO CARLOS, 7951;Belo Horizonte;MG
93YCARRO001000697;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BR France Veiculos Ltda;31750083, MG, BELO HORIZONTE, AV. PRES.. ANTÔNIO CARLOS, 7951;Belo Horizonte;MG
93YCARRO001000698;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BR France Veiculos Ltda;31750083, MG, BELO HORIZONTE, AV. PRES.. ANTÔNIO CARLOS, 7951;Belo Horizonte;MG
93YCARRO001000699;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BR France Veiculos Ltda;31750083, MG, BELO HORIZONTE, AV. PRES.. ANTÔNIO CARLOS, 7951;Belo Horizonte;MG
93YCARRO001000700;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BR France Veiculos Ltda;31750083, MG, BELO HORIZONTE, AV. PRES.. ANTÔNIO CARLOS, 7951;Belo Horizonte;MG
93YCARRO001000701;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BR France Veiculos Ltda;31750083, MG, BELO HORIZONTE, AV. PRES.. ANTÔNIO CARLOS, 7951;Belo Horizonte;MG
93YCARRO001000702;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BR France Veiculos Ltda;31750083, MG, BELO HORIZONTE, AV. PRES.. ANTÔNIO CARLOS, 7951;Belo Horizonte;MG
93YCARRO001000703;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;BR France Veiculos Ltda;31750083, MG, BELO HORIZONTE, AV. PRES.. ANTÔNIO CARLOS, 7951;Belo Horizonte;MG
93YCARRO001000704;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Locadora_BeloHorizonte;1, MG, Belo Horizonte;Belo Horizonte;MG
93YCARRO001000705;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Master;Rio Doce Comercio de Veiculos Ltda;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000706;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Leva Ipatinga;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000707;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Leva Ipatinga;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000708;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Leva Ipatinga;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000709;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Sandero;Leva Ipatinga;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000710;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Sandero;Leva Ipatinga;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000711;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Master;Leva Ipatinga;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000712;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Leva Ipatinga;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000713;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Leva Ipatinga;35164840, MG, Ipatinga, Novo Cruzeiro, Av. Claudio Moura, 801;Ipatinga;MG
93YCARRO001000714;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Logan;Locadora_JuizDeFora;1, MG, Juiz De Fora;Juiz de Fora;PR
93YCARRO001000715;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Dijon Juiz de Fora;36033000, MG, Juiz de Fora, Teixeiras, Av Deusdedith Salgado, 2630;Juiz de Fora;MG
93YCARRO001000716;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Dijon Juiz de Fora;36033000, MG, Juiz de Fora, Teixeiras, Av Deusdedith Salgado, 2630;Juiz de Fora;MG
93YCARRO001000717;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Dijon Juiz de Fora;36033000, MG, Juiz de Fora, Teixeiras, Av Deusdedith Salgado, 2630;Juiz de Fora;MG
93YCARRO001000718;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Dijon Juiz de Fora;36033000, MG, Juiz de Fora, Teixeiras, Av Deusdedith Salgado, 2630;Juiz de Fora;MG
93YCARRO001000719;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Locadora_MontesClaros;1, MG, Montes Claros;Montes Claros;PR
93YCARRO001000720;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;CARMO VEICULOS LTDA;MG, Montes Claros, AV DEPUTADO ESTEVES RODRIGUES 1379;Montes Claros;MG
93YCARRO001000721;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;CARMO VEICULOS LTDA;MG, Montes Claros, AV DEPUTADO ESTEVES RODRIGUES 1379;Montes Claros;MG
93YCARRO001000722;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;CARMO VEICULOS LTDA;MG, Montes Claros, AV DEPUTADO ESTEVES RODRIGUES 1379;Montes Claros;MG
93YCARRO001000723;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;CARMO VEICULOS LTDA;MG, Montes Claros, AV DEPUTADO ESTEVES RODRIGUES 1379;Montes Claros;MG
93YCARRO001000724;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Saint Emilion Automoveis Pecas e Servicos Ltda;37704355, MG, Poços de Caldas, Jd Elizabete, Av Mansur Frayha, 1255;Pocos de Caldas;MG
93YCARRO001000725;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Saint Emilion Automoveis Pecas e Servicos Ltda;37704355, MG, Poços de Caldas, Jd Elizabete, Av Mansur Frayha, 1255;Pocos de Caldas;MG
93YCARRO001000726;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;SAINT EMILION AUTOMOVEIS PECAS E SERVICOS  LTDA;MG, Pouso Alegre, Ipiranga, ROD JK (BR 459) KM: 107;Pouso Alegre;MG
93YCARRO001000727;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;SAINT EMILION AUTOMOVEIS PECAS E SERVICOS  LTDA;MG, Pouso Alegre, Ipiranga, ROD JK (BR 459) KM: 107;Pouso Alegre;MG
93YCARRO001000728;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;Carmo Veiculos Sete Lagoas;35701242, MG, Sete Lagoas, Sao Jorge, Av. Marechal Castelo Branco, 1340;Sete Lagoas;MG
93YCARRO001000729;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Carmo Veiculos Sete Lagoas;35701242, MG, Sete Lagoas, Sao Jorge, Av. Marechal Castelo Branco, 1340;Sete Lagoas;MG
93YCARRO001000730;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Carmo Veiculos Sete Lagoas;35701242, MG, Sete Lagoas, Sao Jorge, Av. Marechal Castelo Branco, 1340;Sete Lagoas;MG
93YCARRO001000731;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Carmo Veiculos Sete Lagoas;35701242, MG, Sete Lagoas, Sao Jorge, Av. Marechal Castelo Branco, 1340;Sete Lagoas;MG
93YCARRO001000732;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Carmo Veiculos Sete Lagoas;35701242, MG, Sete Lagoas, Sao Jorge, Av. Marechal Castelo Branco, 1340;Sete Lagoas;MG
93YCARRO001000733;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Carmo Veiculos Sete Lagoas;35701242, MG, Sete Lagoas, Sao Jorge, Av. Marechal Castelo Branco, 1340;Sete Lagoas;MG
93YCARRO001000734;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Carmo Veiculos Sete Lagoas;35701242, MG, Sete Lagoas, Sao Jorge, Av. Marechal Castelo Branco, 1340;Sete Lagoas;MG
93YCARRO001000735;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;URCA FRANCE AUTOMOVEIS LTDA;38408100, MG, UBERLANDIA, AV JOAO NAVES DE AVILA 3330;Uberlandia;MG
93YCARRO001000736;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;PRIMA VIA COMERCIO DE AUTOMOVEIS LT;MG, Unai, R PREFEITO JOAO COSTA 780;Unai;MG
93YCARRO001000737;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kangoo;SAINT EMILION AUTOMOVEIS E SERVICOS LTDA;37026080, MG, Varginha, Jd. Andere, Av. Princesa do Sul, 891 -  Loja 01;Varginha;MG
93YCARRO001000738;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Master;SAINT EMILION AUTOMOVEIS E SERVICOS LTDA;37026080, MG, Varginha, Jd. Andere, Av. Princesa do Sul, 891 -  Loja 01;Varginha;MG
93YCARRO001000739;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;SAINT EMILION AUTOMOVEIS E SERVICOS LTDA;37026080, MG, Varginha, Jd. Andere, Av. Princesa do Sul, 891 -  Loja 01;Varginha;MG
93YCARRO001000740;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;SAINT EMILION AUTOMOVEIS E SERVICOS LTDA;37026080, MG, Varginha, Jd. Andere, Av. Princesa do Sul, 891 -  Loja 01;Varginha;MG
93YCARRO001000741;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;SAINT EMILION AUTOMOVEIS E SERVICOS LTDA;37026080, MG, Varginha, Jd. Andere, Av. Princesa do Sul, 891 -  Loja 01;Varginha;MG
93YCARRO001000742;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;SAINT EMILION AUTOMOVEIS E SERVICOS LTDA;37026080, MG, Varginha, Jd. Andere, Av. Princesa do Sul, 891 -  Loja 01;Varginha;MG
93YCARRO001000743;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;SAGA PANTANAL COMERCIO DE VEICULOS;MT, Cuiaba, AV MIGUEL SUTIL 1841;Cuiaba;MT
93YCARRO001000744;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;SAGA PANTANAL COMERCIO DE VEICULOS;MT, Cuiaba, AV MIGUEL SUTIL 1841;Cuiaba;MT
93YCARRO001000745;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;SAGA PANTANAL COMERCIO DE VEICULOS;MT, Cuiaba, AV MIGUEL SUTIL 1841;Cuiaba;MT
93YCARRO001000746;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;SAGA PANTANAL COMERCIO DE VEICULOS;MT, Cuiaba, AV MIGUEL SUTIL 1841;Cuiaba;MT
93YCARRO001000747;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kangoo;SAGA PANTANAL COMERCIO DE VEICULOS;MT, Cuiaba, AV MIGUEL SUTIL 1841;Cuiaba;MT
93YCARRO001000748;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;SAGA PANTANAL COMERCIO DE VEICULOS;MT, Cuiaba, AV MIGUEL SUTIL 1841;Cuiaba;MT
93YCARRO001000749;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;SAGA PANTANAL COMERCIO DE VEICULOS;MT, Cuiaba, AV MIGUEL SUTIL 1841;Cuiaba;MT
93YCARRO001000750;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Logan;Locadora_Cuiaba;1, MT, Cuiaba;Cuiaba;PR
93YCARRO001000751;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Locadora_Cuiaba;1, MT, Cuiaba;Cuiaba;PR
93YCARRO001000752;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000753;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000754;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000755;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000756;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000757;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000758;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000759;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000760;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000761;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000762;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000763;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000764;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;SAGA JAPAN COMERCIO DE VEICULOS LTDA;78065000, MT, CUIABA, JD. KENNEDY, Av. Fernando Correa da Costa, 1682;Cuiaba;MT
93YCARRO001000765;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;FANCAR COMERCIO DE VEICULOS LTDA;78710186, MT, Rondonopolis, Jardim Guanabara II, RUA FERNANDO CORREA DA COSTA 3328, 3328;Rondonopolis;MT
93YCARRO001000766;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Morel Distribuidora de Veiculos Ltda;78550528, MT, Sinop, Industrial Norte, Rua Colonizador Enio Pipino, 4804;Sinop;MT
93YCARRO001000767;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Morel Distribuidora de Veiculos Ltda;78550528, MT, Sinop, Industrial Norte, Rua Colonizador Enio Pipino, 4804;Sinop;MT
93YCARRO001000768;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Morel Distribuidora de Veiculos Ltda;78550528, MT, Sinop, Industrial Norte, Rua Colonizador Enio Pipino, 4804;Sinop;MT
93YCARRO001000769;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Morel Distribuidora de Veiculos Ltda;78550528, MT, Sinop, Industrial Norte, Rua Colonizador Enio Pipino, 4804;Sinop;MT
93YCARRO001000770;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Morel Sinop;78550528, MT, Sinop, Industrial Norte, Rua Colonizador Enio Pipino, 4804;Sinop;MT
93YCARRO001000771;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Morel Sinop;78550528, MT, Sinop, Industrial Norte, Rua Colonizador Enio Pipino, 4804;Sinop;MT
93YCARRO001000772;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Morel Sinop;78550528, MT, Sinop, Industrial Norte, Rua Colonizador Enio Pipino, 4804;Sinop;MT
93YCARRO001000773;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Morel Sinop;78550528, MT, Sinop, Industrial Norte, Rua Colonizador Enio Pipino, 4804;Sinop;MT
93YCARRO001000774;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Estacao Varzea Grande;78115805, MT, Varzea Grande, Ponte Nova, Avenida da FEB, 1533 - Lote Manga;Varzea Grande;MT
93YCARRO001000775;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Estacao Varzea Grande;78115805, MT, Varzea Grande, Ponte Nova, Avenida da FEB, 1533 - Lote Manga;Varzea Grande;MT
93YCARRO001000776;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;Estacao Varzea Grande;78115805, MT, Varzea Grande, Ponte Nova, Avenida da FEB, 1533 - Lote Manga;Varzea Grande;MT
93YCARRO001000777;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Estacao Varzea Grande;78115805, MT, Varzea Grande, Ponte Nova, Avenida da FEB, 1533 - Lote Manga;Varzea Grande;MT
93YCARRO001000778;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Estacao Varzea Grande;78115805, MT, Varzea Grande, Ponte Nova, Avenida da FEB, 1533 - Lote Manga;Varzea Grande;MT
93YCARRO001000779;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Estacao Varzea Grande;78115805, MT, Varzea Grande, Ponte Nova, Avenida da FEB, 1533 - Lote Manga;Varzea Grande;MT
93YCARRO001000780;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Estacao Varzea Grande;78115805, MT, Varzea Grande, Ponte Nova, Avenida da FEB, 1533 - Lote Manga;Varzea Grande;MT
93YCARRO001000781;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;Estacao Varzea Grande;78115805, MT, Varzea Grande, Ponte Nova, Avenida da FEB, 1533 - Lote Manga;Varzea Grande;MT
93YCARRO001000782;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;DIAMANTINO E CIA LTDA - ANANINDEUA;67013000, PA, Ananindeua, Atalaia, AC BR 316 KM 02, 220 - Loja 02;Ananindeua;PA
93YCARRO001000783;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;IRMAOS DIAMANTINO COMERCIO DE VEICULOS E UTILITARIOS LTDA;67020000, PA, ANANINDEUA, aGUAS LINDAS, Rod. BR 316 Km 04, 3530;Ananindeua;PA
93YCARRO001000784;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;DU NORT - MARABA;68508050, PA, Marabá, Nova Marabá, Rua Folha 32 Quadra 05 Lotes 20B/21/21B/22/23, S/N;Maraba;PA
93YCARRO001000785;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;DU NORT - MARABA;68508050, PA, Marabá, Nova Marabá, Rua Folha 32 Quadra 05 Lotes 20B/21/21B/22/23, S/N;Maraba;PA
93YCARRO001000786;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;DU NORT - MARABA;68508050, PA, Marabá, Nova Marabá, Rua Folha 32 Quadra 05 Lotes 20B/21/21B/22/23, S/N;Maraba;PA
93YCARRO001000787;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Nova Duster;DU NORT - MARABA;68508050, PA, Marabá, Nova Marabá, Rua Folha 32 Quadra 05 Lotes 20B/21/21B/22/23, S/N;Maraba;PA
93YCARRO001000788;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;Locadora_Maraba;1, PA, Maraba;Maraba;PR
93YCARRO001000789;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;DU NORT - PARAUAPEBAS;68515000, PA, Parauapebas, Lot Nova Carajas I, Rod Pa 275, Qd 101 Lote 45;Parauapebas;PA
93YCARRO001000790;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;DU NORT - PARAUAPEBAS;68515000, PA, Parauapebas, Lot Nova Carajas I, Rod Pa 275, Qd 101 Lote 45;Parauapebas;PA
93YCARRO001000791;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kwid;JPN Campina Grande;58410185, PB, Campina Grande, catole, Av. Prefeito Severino Bezerra Cabral;Campina Grande;PB
93YCARRO001000792;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;OROCH;0007690005;58040000, PB, Joao Pessoa, Tambauzinho, Av. Presidente Epitacio Pessoa, 2122;Joao Pessoa;PB
93YCARRO001000793;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;J CARNEIRO COMERCIO E REPRESENTACOES;58040000, PB, Joao Pessoa, Tambauzinho, Av. Presidente Epitacio Pessoa, 2122;Joao Pessoa;PB
93YCARRO001000794;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;J CARNEIRO COMERCIO E REPRESENTACOES;58040000, PB, Joao Pessoa, Tambauzinho, Av. Presidente Epitacio Pessoa, 2122;Joao Pessoa;PB
93YCARRO001000795;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;J CARNEIRO COMERCIO E REPRESENTACOES;58040000, PB, Joao Pessoa, Tambauzinho, Av. Presidente Epitacio Pessoa, 2122;Joao Pessoa;PB
93YCARRO001000796;;830709, PR, São José dos Pinhais, Bairro Borda do Campo, Av. Renault, 1300, Borda do Campo;Kardian;J CARNEIRO COMERCIO E REPRESENTACOES;58040000, PB, Joao Pessoa, Tambauzinho, Av. Presidente Epitacio Pessoa, 2122;Joao Pessoa;PB
93YCARRO001000797;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;CARNEIRO AUTOMOTORES LTDA;PB, JOAO PESSOA;Joao Pessoa;PB
93YCARRO001000798;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;CARNEIRO AUTOMOTORES LTDA;PB, JOAO PESSOA;Joao Pessoa;PB
93YCARRO001000799;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;CARNEIRO AUTOMOTORES LTDA;PB, JOAO PESSOA;Joao Pessoa;PB
93YCARRO001000800;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;CARNEIRO AUTOMOTORES LTDA;PB, JOAO PESSOA;Joao Pessoa;PB
93YCARRO001000801;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;CARNEIRO AUTOMOTORES LTDA;PB, JOAO PESSOA;Joao Pessoa;PB
93YCARRO001000802;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;CARNEIRO AUTOMOTORES LTDA;PB, JOAO PESSOA;Joao Pessoa;PB
93YCARRO001000803;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;CARNEIRO AUTOMOTORES LTDA;PB, JOAO PESSOA;Joao Pessoa;PB
93YCARRO001000804;;27537000, RJ, RESENDE, Rodovia Presidente Dutra,  Km 298;Kwid;CARNEIRO AUTOMOTORES LTDA;PB, JOAO PESSOA;Joao Pessoa;PB
